Delivery_person_Age,Delivery_person_Ratings,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,Time_taken(min),Geo_Distance,Sunny,Fog,Motorcycle,Urban_Density,Hour,Night,Rush_Hour,month_even
37,4.8,1,2.0,1,0,25,12.0,0,1,0,2,22,1,0,1
21,5,4,0.0,1,0,27,9.0,0,1,1,3,19,0,0,0
26,5,4,2.0,0,0,24,17.0,0,0,0,3,19,0,0,0
22,4.7,4,1.0,1,0,17,16.0,0,0,1,3,20,0,0,0
30,4.5,1,1.0,1,0,19,4.0,0,1,0,3,22,1,0,0
29,4.8,1,0.0,0,0,22,10.0,0,1,1,3,23,1,0,1
38,4.2,1,0.0,1,0,22,4.0,0,0,1,2,22,1,0,0
39,4.9,1,2.0,0,0,10,9.0,1,0,0,3,23,1,0,0
22,4.8,1,2.0,1,0,18,1.0,0,0,0,2,11,0,0,0
37,4.9,2,2.0,0,0,15,6.0,0,1,0,3,15,0,0,0
23,4.8,3,1.0,1,0,15,1.0,0,0,0,2,11,0,0,0
22,4.9,4,1.0,0,0,29,12.0,0,0,0,3,19,0,0,1
34,4.8,4,0.0,1,0,27,9.0,0,1,1,3,20,0,0,0
21,4.6,4,2.0,0,0,33,9.0,0,1,0,3,20,0,0,0
35,4.7,4,2.0,1,0,25,9.0,0,0,0,3,19,0,0,0
34,4,4,1.0,0,0,39,7.0,0,1,0,3,22,1,0,0
30,4.7,2,1.0,0,0,22,6.0,1,0,0,3,16,0,1,0
23,5,3,0.0,1,0,29,6.0,0,1,1,3,15,0,0,0
27,4.5,2,2.0,1,0,23,4.0,0,0,1,3,17,0,1,0
26,4.6,4,2.0,1,0,23,4.0,0,0,0,3,19,0,0,0
25,4.6,1,2.0,1,0,17,3.0,0,0,1,2,10,0,0,1
31,4.7,1,1.0,1,0,19,17.0,1,0,1,2,22,1,0,1
25,4.9,1,0.0,1,0,16,4.0,0,1,1,2,23,1,0,0
35,4.9,1,2.0,0,0,15,8.0,0,1,0,3,23,1,0,1
35,4,4,1.0,1,0,34,9.0,0,1,1,3,19,0,0,0
35,4.6,4,1.0,1,0,25,9.0,0,0,0,3,22,1,0,0
38,4.9,1,2.0,1,0,27,3.0,0,0,0,2,9,0,1,0
31,4.8,2,0.0,0,0,25,4.0,0,1,1,3,17,0,1,0
35,4.6,1,0.0,0,0,21,10.0,0,0,1,2,23,1,0,1
35,4.8,4,0.0,1,0,22,4.0,1,0,1,3,19,0,0,0
30,5,2,1.0,1,0,32,6.0,0,0,1,3,16,0,1,0
27,4.6,2,2.0,0,0,12,4.0,0,1,0,2,18,0,1,0
36,4.1,3,1.0,1,0,31,6.0,0,1,1,3,12,0,0,0
28,4,3,1.0,1,0,32,3.0,0,1,1,3,11,0,0,0
25,4.9,4,2.0,1,0,10,7.0,0,0,1,3,20,0,0,0
33,4.7,4,0.0,1,0,32,8.0,0,0,1,3,21,0,0,1
34,4.8,2,1.0,0,0,33,9.0,0,0,1,3,18,0,1,0
35,4.7,4,0.0,2,0,51,20.0,0,1,1,3,19,0,0,1
30,3.9,4,1.0,1,0,33,19.0,0,0,0,3,21,0,0,1
20,4.7,1,2.0,0,0,16,1.0,0,0,0,3,10,0,0,0
21,4.2,2,0.0,2,0,33,13.0,0,0,1,3,17,0,1,1
30,3.5,4,1.0,2,1,43,13.0,0,0,1,3,19,0,0,0
32,4.9,4,1.0,2,0,41,10.0,0,1,0,3,19,0,0,1
30,3.9,4,2.0,2,0,43,13.0,0,0,0,3,20,0,0,0
21,4.4,1,0.0,1,0,20,1.0,0,0,1,3,9,0,1,0
29,4.5,4,0.0,0,1,53,7.0,1,0,1,2,21,0,0,0
24,4.7,3,1.0,1,0,20,6.0,0,0,0,2,14,0,0,0
26,4.2,4,1.0,1,0,31,4.0,0,1,1,3,21,0,0,0
29,4.9,1,0.0,0,0,12,9.0,1,0,1,3,22,1,0,0
39,4.8,1,0.0,0,0,21,3.0,1,0,1,2,10,0,0,0
39,4.6,1,2.0,0,0,18,4.0,0,1,0,2,23,1,0,0
22,4.9,2,0.0,0,0,23,7.0,1,0,1,3,19,0,0,0
38,4.8,1,2.0,1,0,15,1.0,1,0,0,3,8,0,1,1
20,4.9,2,2.0,0,0,13,9.0,1,0,0,3,17,0,1,1
36,4.6,1,0.0,1,0,27,13.0,1,0,1,2,23,1,0,0
24,4.8,4,2.0,1,0,23,7.0,0,0,1,3,19,0,0,1
24,4.7,3,2.0,1,0,10,1.0,0,0,0,2,12,0,0,0
34,4.4,4,1.0,1,1,46,13.0,0,1,1,3,21,0,0,0
28,4.8,1,0.0,1,0,16,16.0,0,0,1,3,22,1,0,1
33,4.6,4,2.0,0,0,25,7.0,0,0,0,2,20,0,0,0
25,4.4,4,2.0,1,0,35,12.0,0,1,1,3,22,1,0,0
24,4.6,4,1.0,1,0,34,4.0,0,1,1,3,20,0,0,0
34,4.7,1,1.0,1,0,26,14.0,0,1,1,3,23,1,0,0
31,4.1,1,0.0,1,0,22,2.0,0,0,1,3,10,0,0,0
22,4.4,4,1.0,2,0,39,16.0,0,1,1,3,21,0,0,0
28,4.8,1,2.0,0,0,13,7.0,0,1,0,3,22,1,0,0
26,4.8,2,1.0,1,0,20,20.0,0,0,0,2,18,0,1,0
26,4.8,4,0.0,1,0,27,4.0,0,1,1,2,20,0,0,0
23,4.7,3,2.0,1,0,31,6.0,0,1,1,3,14,0,0,0
34,4.8,4,1.0,1,0,26,7.0,0,0,0,3,19,0,0,0
31,4.3,4,2.0,0,0,46,17.0,0,1,0,1,21,0,0,0
25,3.9,3,0.0,0,0,43,3.0,1,0,1,2,12,0,0,0
33,4.9,3,0.0,0,0,27,6.0,0,1,1,2,13,0,0,0
38,4.7,1,2.0,1,0,17,7.0,0,1,1,3,23,1,0,0
38,4.5,1,0.0,0,0,22,4.0,0,0,1,2,0,0,0,0
38,5,1,2.0,1,0,28,17.0,0,0,0,3,22,1,0,1
21,4.8,2,2.0,1,0,21,10.0,0,0,0,3,17,0,1,1
32,4.6,4,1.0,1,0,19,16.0,1,0,0,2,20,0,0,1
33,4.8,1,0.0,0,0,28,12.0,0,0,1,2,0,0,0,0
33,4.8,1,2.0,1,0,27,1.0,0,0,1,3,8,0,1,1
28,5,1,2.0,0,0,17,1.0,0,0,0,3,10,0,0,0
20,4.7,1,2.0,0,0,13,10.0,0,0,1,3,23,1,0,0
36,4.7,1,2.0,1,0,19,7.0,0,1,0,2,22,1,0,0
23,4.9,4,0.0,1,0,26,13.0,0,0,1,3,20,0,0,0
24,4.9,2,2.0,0,0,13,13.0,1,0,0,3,18,0,1,0
22,4.8,1,0.0,1,0,24,1.0,0,1,1,2,10,0,0,0
36,4.6,4,0.0,1,0,33,13.0,1,0,1,3,21,0,0,0
21,4.7,2,2.0,1,0,16,20.0,0,0,0,3,18,0,1,1
21,4.9,1,1.0,1,0,22,1.0,1,0,1,3,10,0,0,0
32,4.6,4,0.0,3,0,45,12.0,0,0,1,3,19,0,0,1
33,4.9,2,0.0,0,0,32,4.0,0,0,1,3,17,0,1,0
33,4.7,1,1.0,0,0,15,1.0,0,1,1,2,10,0,0,0
22,4.7,4,2.0,1,0,26,12.0,0,0,0,2,19,0,0,1
36,3.9,1,2.0,1,0,38,11.0,0,1,0,3,23,1,0,1
33,4.7,4,2.0,1,0,28,19.0,1,0,0,3,20,0,0,1
29,4.6,2,1.0,0,0,15,9.0,0,1,0,2,17,0,1,0
36,4.9,1,0.0,2,0,41,20.0,0,1,1,2,22,1,0,0
30,4.7,1,2.0,1,0,18,4.0,0,1,0,3,0,0,0,0
34,4.6,1,0.0,0,0,24,19.0,0,0,1,3,0,0,0,1
26,4.9,4,2.0,0,0,29,16.0,0,0,0,3,21,0,0,0
25,4.9,1,0.0,1,0,21,16.0,0,1,1,3,22,1,0,0
32,4.8,1,0.0,1,0,26,3.0,1,0,1,3,9,0,1,0
22,5,2,1.0,0,0,16,10.0,1,0,1,2,18,0,1,0
35,4.6,2,1.0,0,0,29,6.0,0,0,1,3,15,0,0,0
25,4.9,4,1.0,1,0,16,9.0,1,0,1,3,21,0,0,0
38,4.6,1,0.0,1,0,29,1.0,0,1,1,3,8,0,1,0
29,4.8,1,1.0,1,0,19,4.0,0,0,1,3,22,1,0,0
36,4.8,1,1.0,0,0,30,16.0,0,1,0,2,22,1,0,0
20,4.7,1,1.0,0,0,12,4.0,0,1,1,3,0,0,0,1
31,4.6,3,1.0,1,0,27,1.0,0,0,0,3,11,0,0,0
20,4.9,2,1.0,1,0,26,4.0,0,0,0,3,18,0,1,0
39,4.2,4,1.0,1,0,32,16.0,0,0,0,3,19,0,0,1
25,4.7,1,2.0,1,0,19,3.0,0,0,0,3,10,0,0,0
28,4.9,2,0.0,1,0,19,7.0,1,0,1,3,17,0,1,0
35,4.5,4,1.0,0,0,18,16.0,1,0,0,3,21,0,0,1
23,4.9,2,2.0,1,0,12,7.0,0,1,1,2,18,0,1,1
28,4.9,4,2.0,0,0,19,7.0,1,0,0,3,20,0,0,0
32,4.2,1,0.0,1,0,20,3.0,0,0,1,3,8,0,1,0
23,4.6,4,0.0,2,0,37,7.0,0,0,1,3,20,0,0,0
34,4.6,2,1.0,0,0,30,7.0,0,0,1,3,18,0,1,0
32,5,4,0.0,0,0,53,12.0,0,1,1,1,20,0,0,1
22,4.7,1,1.0,1,0,24,14.0,0,1,1,3,23,1,0,1
39,3.9,2,1.0,0,0,38,12.0,0,0,1,3,18,0,1,0
30,4.7,1,2.0,0,0,13,3.0,1,0,0,3,9,0,1,0
38,4.4,2,2.0,2,0,39,10.0,0,1,0,3,19,0,0,1
32,4.8,1,1.0,0,0,17,3.0,0,1,1,3,10,0,0,0
38,4.7,1,2.0,0,0,18,19.0,0,0,0,3,22,1,0,1
26,4.7,2,0.0,1,0,20,17.0,0,0,1,2,18,0,1,1
25,4.6,4,2.0,0,0,30,4.0,0,1,0,2,19,0,0,1
32,4.1,2,0.0,1,0,33,7.0,0,0,1,3,17,0,1,1
32,4.7,1,2.0,1,0,19,7.0,1,0,0,2,23,1,0,0
28,4.6,2,1.0,1,0,18,5.0,0,1,1,2,17,0,1,1
22,2.6,1,2.0,1,0,44,19.0,1,0,0,3,22,1,0,1
33,4.6,1,1.0,1,0,19,3.0,0,1,0,2,9,0,1,0
37,4.6,2,2.0,0,0,22,13.0,0,0,0,3,17,0,1,1
34,4.9,1,2.0,0,0,25,16.0,0,1,0,3,23,1,0,1
21,4.7,2,0.0,0,0,14,7.0,0,0,1,3,18,0,1,0
32,4.4,2,2.0,0,0,32,19.0,0,1,0,3,19,0,0,0
20,4.9,2,2.0,1,0,21,7.0,0,0,1,3,17,0,1,0
33,4.6,2,2.0,1,0,27,4.0,0,0,1,3,19,0,0,0
38,4.5,3,0.0,0,0,26,3.0,0,1,1,3,11,0,0,0
34,4.6,2,0.0,1,0,45,16.0,0,1,1,3,18,0,1,1
29,5,1,1.0,1,0,10,19.0,0,0,0,3,23,1,0,1
22,4.9,3,1.0,1,0,18,1.0,0,0,1,3,11,0,0,1
39,4.6,2,2.0,0,0,17,4.0,0,1,0,3,18,0,1,0
27,4.6,4,2.0,1,0,25,17.0,0,0,1,3,19,0,0,1
34,4.7,1,1.0,1,0,19,1.0,0,1,0,3,9,0,1,0
21,4.6,1,1.0,1,0,11,3.0,0,0,1,3,9,0,1,0
36,3.5,4,2.0,1,0,34,12.0,1,0,0,3,19,0,0,0
28,4.4,4,1.0,0,0,31,10.0,0,1,1,3,19,0,0,1
28,4.8,2,0.0,0,0,21,20.0,0,0,1,3,18,0,1,1
28,4.8,3,0.0,1,0,15,3.0,0,0,1,2,11,0,0,0
36,4.9,1,2.0,0,0,28,1.0,0,0,0,3,8,0,1,1
22,4.9,4,1.0,1,0,28,10.0,0,0,0,3,19,0,0,1
28,4.7,2,0.0,1,0,28,12.0,0,0,1,3,18,0,1,0
35,4.8,4,0.0,2,0,43,10.0,0,0,1,3,19,0,0,1
37,4.7,2,1.0,1,0,29,10.0,1,0,0,2,18,0,1,1
38,4.1,2,2.0,1,0,36,20.0,0,0,0,3,18,0,1,0
32,4.1,2,0.0,1,0,34,12.0,1,0,1,3,18,0,1,1
33,4.9,1,1.0,1,0,15,1.0,0,1,1,3,9,0,1,0
35,5,4,0.0,1,0,25,17.0,1,0,1,3,19,0,0,0
23,5,4,1.0,0,0,30,10.0,0,1,0,3,19,0,0,1
35,4.9,4,2.0,1,0,25,7.0,0,1,1,3,20,0,0,0
34,4.8,3,0.0,1,0,34,1.0,0,1,1,3,11,0,0,0
35,4.6,2,0.0,1,0,26,4.0,0,0,1,3,19,0,0,0
26,4.8,4,1.0,1,0,33,9.0,0,1,0,3,21,0,0,0
28,4.7,3,2.0,1,0,20,3.0,0,1,0,2,12,0,0,0
32,4.8,4,0.0,1,1,52,16.0,0,1,1,2,21,0,0,0
38,4.8,1,1.0,0,0,20,12.0,0,0,0,2,22,1,0,1
25,4.3,1,0.0,1,0,27,8.0,0,0,1,3,23,1,0,0
36,4.8,1,2.0,1,0,28,3.0,0,0,1,2,9,0,1,0
25,4.6,1,1.0,0,0,14,4.0,0,0,1,3,22,1,0,0
22,4.7,4,1.0,0,0,16,9.0,1,0,1,3,20,0,0,0
25,4.7,2,2.0,0,0,24,9.0,0,0,0,3,18,0,1,0
33,4.8,1,2.0,1,0,15,3.0,1,0,0,2,8,0,1,0
25,4.9,4,2.0,1,0,31,12.0,0,1,0,3,22,1,0,1
24,4.8,2,0.0,1,0,38,16.0,0,0,1,3,18,0,1,0
35,4.8,1,0.0,1,0,21,4.0,0,1,1,3,22,1,0,0
36,4.7,1,0.0,1,0,24,13.0,0,0,1,3,23,1,0,0
34,4.7,4,2.0,1,0,25,13.0,0,0,0,3,22,1,0,1
24,4.8,4,2.0,1,0,23,9.0,0,1,0,3,22,1,0,0
20,4.8,2,2.0,1,0,14,6.0,0,1,0,2,16,0,1,0
21,4.7,1,1.0,0,0,13,9.0,0,0,1,3,22,1,0,0
39,5,2,1.0,0,0,28,10.0,1,0,0,2,18,0,1,1
29,4.4,4,0.0,1,0,39,19.0,0,0,1,3,20,0,0,0
39,4.4,4,1.0,1,0,36,7.0,0,1,1,3,21,0,0,0
33,4.9,2,2.0,0,0,15,6.0,0,1,0,2,16,0,1,1
39,4.8,1,1.0,1,0,17,1.0,0,1,1,3,10,0,0,0
30,3.9,4,1.0,1,0,35,10.0,0,0,1,3,19,0,0,1
30,4.7,3,1.0,1,0,25,6.0,0,0,0,3,15,0,0,0
31,5,1,1.0,0,0,22,3.0,0,0,1,3,9,0,1,0
25,5,1,0.0,1,0,24,16.0,0,0,1,3,23,1,0,0
24,4,4,0.0,1,0,33,7.0,0,0,1,3,20,0,0,0
34,4.6,1,2.0,0,0,21,3.0,0,0,1,3,8,0,1,0
31,4.9,4,0.0,1,0,30,9.0,0,1,1,3,22,1,0,0
20,4.7,1,1.0,1,0,29,20.0,0,1,1,3,23,1,0,0
25,5,2,1.0,0,0,17,5.0,0,1,0,2,15,0,0,0
27,4.8,1,1.0,1,0,12,7.0,0,1,1,2,0,0,0,0
25,4.6,4,2.0,1,1,41,13.0,0,1,0,3,22,1,0,0
29,4.5,4,0.0,3,0,47,10.0,0,1,1,3,22,1,0,1
27,4.8,4,2.0,0,0,27,12.0,0,0,0,3,21,0,0,0
22,5,4,0.0,0,0,24,7.0,0,1,1,3,22,1,0,0
21,4.8,4,2.0,1,0,20,9.0,0,1,1,3,21,0,0,0
25,4.9,1,0.0,1,0,24,4.0,0,1,1,3,0,0,0,0
23,4.4,1,0.0,1,0,20,3.0,0,0,1,3,9,0,1,0
34,4.8,4,1.0,0,0,16,4.0,1,0,0,2,20,0,0,0
39,5,2,0.0,1,0,35,10.0,0,1,1,3,17,0,1,0
25,4.9,2,2.0,1,0,37,17.0,0,1,1,3,19,0,0,1
30,4.7,1,1.0,1,0,20,1.0,0,0,1,3,11,0,0,0
39,4.8,3,1.0,1,0,33,3.0,0,0,1,2,11,0,0,0
25,4.9,3,1.0,0,0,23,3.0,0,1,0,3,11,0,0,0
21,4.6,4,0.0,1,0,26,16.0,0,0,1,2,19,0,0,1
36,4.2,4,2.0,1,0,41,12.0,0,0,1,3,19,0,0,1
21,5,1,2.0,1,0,24,12.0,0,1,0,2,23,1,0,0
27,2.8,1,2.0,1,0,34,12.0,1,0,1,3,0,0,0,0
32,4.9,3,2.0,1,0,31,5.0,0,0,0,3,12,0,0,0
22,4.8,2,1.0,1,0,33,16.0,0,1,0,2,17,0,1,0
36,4.3,2,1.0,1,0,37,13.0,0,0,0,3,17,0,1,0
22,4.6,3,0.0,1,0,29,3.0,0,1,1,3,11,0,0,0
36,4.7,1,0.0,1,0,26,13.0,0,0,1,3,0,0,0,0
31,4.8,1,1.0,1,0,26,20.0,0,1,0,3,0,0,0,0
39,4.2,4,1.0,1,0,36,11.0,0,1,0,3,19,0,0,1
20,4.6,1,0.0,1,0,16,3.0,1,0,1,3,9,0,1,0
34,4.8,1,2.0,0,0,11,1.0,1,0,0,3,10,0,0,0
39,4.6,3,0.0,0,0,29,6.0,1,0,1,3,13,0,0,0
28,4.6,1,1.0,0,0,18,10.0,0,0,0,3,23,1,0,0
21,4.7,3,0.0,0,0,23,3.0,0,1,1,3,11,0,0,0
38,4.6,3,1.0,1,0,27,6.0,0,1,0,3,12,0,0,0
32,4.9,4,0.0,0,0,41,20.0,0,1,1,3,20,0,0,1
27,4.7,3,0.0,1,0,28,1.0,0,1,1,2,12,0,0,0
34,3.4,1,0.0,1,0,32,17.0,1,0,1,3,23,1,0,0
39,4.8,1,2.0,1,0,27,14.0,0,0,0,3,23,1,0,1
32,4.8,1,2.0,1,0,19,20.0,0,0,1,3,23,1,0,0
23,4.5,2,0.0,1,0,27,12.0,0,0,1,3,19,0,0,1
36,5,1,1.0,1,0,20,4.0,0,0,1,2,23,1,0,0
38,4.6,2,0.0,0,0,38,13.0,0,1,1,3,17,0,1,1
27,5,4,0.0,1,0,31,9.0,0,0,1,3,20,0,0,0
32,4.9,1,1.0,1,0,23,8.0,0,0,0,3,22,1,0,1
25,4.8,2,2.0,0,0,21,11.0,0,0,0,3,18,0,1,1
31,4.7,2,1.0,1,0,15,6.0,1,0,0,2,15,0,0,1
26,4.9,1,1.0,1,0,14,1.0,0,1,0,3,9,0,1,0
20,4.6,2,2.0,1,0,17,10.0,1,0,0,3,19,0,0,1
37,4.6,1,1.0,1,0,24,1.0,0,0,1,2,8,0,1,0
20,4.9,4,2.0,1,0,29,7.0,0,0,0,3,20,0,0,0
34,4.7,4,0.0,1,1,52,17.0,0,1,1,1,21,0,0,1
33,4.7,1,1.0,0,0,28,16.0,0,0,0,3,0,0,0,1
39,4.1,3,2.0,1,0,34,1.0,0,0,0,3,12,0,0,0
33,4,2,0.0,1,0,34,7.0,0,0,1,3,17,0,1,1
28,4.8,4,2.0,1,0,31,13.0,0,1,1,3,22,1,0,0
39,4.8,1,0.0,0,0,29,10.0,0,0,1,3,0,0,0,1
35,4.8,4,1.0,1,0,29,8.0,0,0,0,3,21,0,0,0
38,5,4,0.0,1,1,41,13.0,0,0,1,3,19,0,0,0
22,4.7,1,1.0,0,0,10,1.0,0,0,1,3,8,0,1,1
39,4.9,4,2.0,1,0,28,13.0,1,0,0,2,19,0,0,1
27,4.9,4,0.0,1,0,20,7.0,0,1,1,3,20,0,0,0
32,4.7,3,1.0,0,0,18,6.0,1,0,1,2,15,0,0,0
30,4.5,1,0.0,1,0,28,7.0,0,0,1,3,23,1,0,0
27,4.8,1,0.0,1,0,10,8.0,1,0,1,2,23,1,0,0
23,4.6,1,0.0,0,0,15,10.0,0,0,1,2,23,1,0,1
37,4.9,1,1.0,1,0,27,13.0,1,0,0,3,22,1,0,0
35,4.7,2,1.0,1,0,26,19.0,1,0,0,3,18,0,1,1
26,4.9,1,2.0,0,0,10,9.0,0,0,0,3,23,1,0,0
23,4.8,1,0.0,0,0,14,3.0,1,0,1,3,9,0,1,0
38,4.8,2,1.0,1,0,15,7.0,1,0,0,3,18,0,1,0
21,5,1,0.0,0,0,22,12.0,0,1,1,3,22,1,0,0
20,4.6,2,0.0,1,0,23,19.0,0,0,1,3,18,0,1,1
29,4.7,1,1.0,1,0,19,12.0,0,0,1,3,22,1,0,0
23,4.9,3,0.0,1,0,26,6.0,0,1,1,3,12,0,0,0
37,4.6,4,2.0,1,0,22,10.0,1,0,1,3,20,0,0,0
30,4.2,4,0.0,3,1,53,10.0,0,0,1,3,20,0,0,1
20,4.9,4,0.0,1,0,27,13.0,0,0,1,3,19,0,0,0
37,5,3,1.0,0,0,31,6.0,0,0,1,3,13,0,0,0
23,4.8,2,1.0,1,0,25,20.0,0,1,0,3,18,0,1,1
26,5,2,1.0,1,0,36,16.0,0,1,0,2,18,0,1,1
39,4.5,1,2.0,0,0,22,4.0,0,0,1,3,0,0,0,1
36,5,1,0.0,0,0,22,13.0,1,0,1,3,22,1,0,0
26,4.6,1,1.0,1,0,15,13.0,0,0,0,2,23,1,0,0
31,4.3,4,1.0,1,0,33,9.0,0,1,0,3,19,0,0,0
22,4.6,4,1.0,1,0,26,12.0,0,0,1,2,21,0,0,0
25,4.6,1,1.0,0,0,10,9.0,0,1,1,2,22,1,0,0
22,4.8,2,2.0,1,0,29,16.0,0,1,0,2,18,0,1,0
36,5,2,0.0,1,0,30,7.0,0,1,1,2,17,0,1,0
30,4.9,2,1.0,1,0,25,9.0,0,0,0,3,18,0,1,0
23,4.8,1,1.0,0,0,19,13.0,0,0,0,3,22,1,0,0
22,5,1,2.0,1,0,14,9.0,0,0,0,2,22,1,0,0
39,4.6,2,1.0,1,0,19,9.0,0,1,1,2,19,0,0,0
21,4.8,1,0.0,0,0,15,9.0,0,1,1,2,23,1,0,0
22,4.8,1,1.0,0,0,15,3.0,0,0,0,2,11,0,0,0
20,5,4,2.0,1,0,29,12.0,0,0,1,3,20,0,0,0
31,4.2,4,1.0,1,0,33,4.0,0,0,0,3,20,0,0,0
36,4.8,3,1.0,0,0,26,3.0,0,0,1,3,11,0,0,0
39,4.4,1,0.0,1,0,44,17.0,0,1,1,3,22,1,0,0
36,5,4,0.0,1,0,49,13.0,0,1,1,3,20,0,0,0
35,5,1,1.0,1,0,17,4.0,0,1,1,2,22,1,0,0
21,4.6,1,0.0,1,0,10,3.0,1,0,1,3,10,0,0,0
23,4.8,4,1.0,0,0,18,9.0,1,0,0,3,21,0,0,0
25,4.9,2,2.0,0,0,17,4.0,0,1,1,3,18,0,1,0
36,5,3,1.0,1,0,28,6.0,0,0,1,3,13,0,0,0
34,4.9,3,2.0,1,0,18,3.0,1,0,0,2,11,0,0,0
32,4.4,4,0.0,2,0,41,10.0,0,0,1,2,22,1,0,0
35,4.8,1,2.0,1,0,29,13.0,0,1,0,2,22,1,0,0
32,4.9,4,0.0,1,0,28,9.0,0,1,1,2,19,0,0,0
31,4.8,1,2.0,1,0,15,7.0,0,1,0,3,23,1,0,0
34,4.6,2,1.0,1,0,30,9.0,0,0,1,3,18,0,1,0
33,4.1,4,2.0,1,0,35,12.0,0,0,0,3,20,0,0,1
37,4.6,1,0.0,1,0,22,19.0,0,0,1,2,22,1,0,1
39,4.9,1,2.0,1,0,25,14.0,0,0,0,3,22,1,0,1
21,4.7,4,1.0,1,0,11,4.0,1,0,1,3,19,0,0,0
29,4.7,2,0.0,1,0,32,17.0,0,1,1,2,18,0,1,1
23,4.7,2,0.0,0,0,25,13.0,0,0,1,3,18,0,1,1
24,4.7,4,0.0,1,0,27,17.0,0,0,1,3,20,0,0,1
20,4.7,2,1.0,1,0,26,16.0,0,1,0,3,17,0,1,1
26,4.9,2,2.0,1,0,26,6.0,0,0,0,3,16,0,1,0
34,3.5,4,1.0,1,0,41,16.0,0,0,0,3,19,0,0,0
37,4.6,2,0.0,0,0,39,17.0,0,1,1,3,19,0,0,0
33,5,4,0.0,1,0,29,4.0,1,0,1,3,20,0,0,0
27,4.8,4,0.0,1,0,28,10.0,0,0,1,3,21,0,0,0
20,4.9,1,2.0,0,0,11,19.0,0,0,0,2,22,1,0,0
22,4.8,2,1.0,1,0,24,8.0,0,0,1,3,17,0,1,0
28,4.6,4,1.0,1,0,29,9.0,0,0,0,3,20,0,0,0
25,4.7,1,0.0,1,0,18,16.0,0,0,1,3,23,1,0,1
26,4.6,4,1.0,1,0,10,7.0,0,0,1,2,21,0,0,0
21,4.8,2,1.0,1,0,25,4.0,0,0,0,2,18,0,1,0
26,4.6,4,2.0,1,0,23,7.0,0,1,0,3,20,0,0,0
37,4.9,4,0.0,0,0,46,4.0,0,0,1,3,20,0,0,0
30,4.8,2,2.0,1,0,33,20.0,0,1,1,3,18,0,1,1
24,5,1,2.0,1,0,27,12.0,0,1,0,3,23,1,0,0
24,5,1,1.0,0,0,10,9.0,0,0,0,3,23,1,0,0
39,4.7,2,1.0,1,0,26,6.0,0,0,1,2,16,0,1,0
31,4.3,3,2.0,1,0,37,6.0,0,1,1,3,12,0,0,0
35,4.5,4,2.0,1,0,27,16.0,0,0,1,3,19,0,0,0
31,4.6,4,2.0,0,0,20,17.0,1,0,0,3,19,0,0,0
32,4.8,4,1.0,2,0,37,11.0,0,1,0,2,21,0,0,0
36,4.6,2,0.0,1,0,30,12.0,1,0,1,2,17,0,1,1
27,4.8,1,1.0,0,0,24,12.0,0,1,1,3,23,1,0,0
32,4.7,1,1.0,1,0,28,9.0,0,0,1,3,23,1,0,1
29,4.7,3,1.0,1,0,19,1.0,0,0,1,3,11,0,0,0
28,4.7,4,0.0,1,0,25,12.0,1,0,1,3,21,0,0,0
20,4.6,4,2.0,1,0,29,19.0,0,0,1,3,20,0,0,0
31,4.5,4,0.0,0,0,52,12.0,0,1,1,3,20,0,0,0
38,4.7,3,1.0,1,0,28,6.0,0,0,1,3,13,0,0,1
30,4.7,1,1.0,1,0,23,1.0,0,0,1,3,9,0,1,0
28,4.6,1,0.0,0,0,24,13.0,0,0,1,2,0,0,0,0
28,4.1,4,0.0,1,0,31,19.0,0,0,1,3,21,0,0,1
28,4.8,1,0.0,1,0,24,12.0,0,0,1,3,22,1,0,1
35,4.8,4,1.0,1,0,19,13.0,1,0,0,3,19,0,0,1
35,5,1,2.0,1,0,24,10.0,0,0,1,3,23,1,0,1
23,4.4,4,0.0,1,0,41,7.0,1,0,1,3,20,0,0,0
33,4.6,1,0.0,0,0,28,19.0,0,0,1,3,0,0,0,0
25,4.9,2,1.0,1,0,27,7.0,0,0,0,3,18,0,1,0
20,4.7,2,1.0,1,0,34,11.0,0,1,0,3,18,0,1,1
36,4.8,2,0.0,1,0,30,13.0,1,0,1,3,19,0,0,1
37,4.8,3,1.0,1,0,29,6.0,0,0,1,3,13,0,0,0
27,4.8,1,1.0,1,0,18,1.0,0,0,1,2,8,0,1,0
23,4.8,2,0.0,1,0,27,10.0,0,0,1,3,19,0,0,1
26,4.1,1,0.0,0,0,17,7.0,0,0,1,3,23,1,0,0
33,4.1,4,1.0,0,0,32,16.0,0,0,0,3,20,0,0,0
34,4.3,3,1.0,0,0,34,6.0,0,0,0,2,14,0,0,0
23,4.7,1,0.0,0,0,18,7.0,1,0,1,3,23,1,0,0
33,4.5,2,2.0,1,0,17,6.0,0,1,0,3,15,0,0,0
33,4.9,1,1.0,1,0,19,16.0,0,0,1,3,22,1,0,1
28,4.9,2,2.0,0,0,13,20.0,1,0,0,2,18,0,1,0
29,5,4,2.0,1,0,33,17.0,0,1,1,3,20,0,0,1
30,4.8,4,0.0,0,0,26,9.0,0,1,1,3,19,0,0,0
27,4.6,2,2.0,1,0,26,10.0,0,1,0,3,17,0,1,0
38,5,4,0.0,1,0,50,10.0,0,1,1,3,20,0,0,1
36,5,1,1.0,1,0,26,12.0,0,1,1,3,0,0,0,0
